# Production's coverage windows for src/ng/window_coverage/production_parity.rs, frozen at promotion
# plan step C13, one row per generated stream. Each is what production's
# sample_summary::coverage::SlidingWindowCoverageAccumulator emitted at commit d9e7b076 on the stream
# that seed generates: every window in emission order, reduced to its count and an FNV-1a digest over
# each window's contig (u32), centre (u32), mean depth and GC fraction (each f32 as its bit pattern),
# all little-endian. The full stream is 447,581 windows, too large to commit window by window.
#
# Columns, tab-separated: seed, window width in bases, windows emitted, digest.
0	65	1545	6d013ee0aaf8e890
1	113	1530	8c9f0c9110e629c3
2	162	2202	cce9f670e1d8ef8d
3	210	2812	6cbac1ee6f2f6cf7
4	258	1136	f4eb9b060f119ecd
5	59	3242	167207c58b9bb027
6	107	1864	2761943aab63439f
7	156	2811	0013d47378cb8853
8	204	1858	08c591a42f04b022
9	4	2793	f4546e4692750b7d
10	53	2698	447e83abc66ec6db
11	101	2149	ed4c959b19d2f57f
12	149	1419	020d6258fcecb671
13	198	2822	eddcc11c480b4f81
14	598	2424	8fa9e8f4a40d6ece
15	46	2957	4ca5b77bc33cdb1c
16	95	1592	0a9f8526fbbe8f7e
17	143	2578	851c36e219247158
18	543	3149	6ad6a1ad1e330483
19	592	1570	22ce2f522568c925
20	40	3863	68fe18118d6b4164
21	88	3238	867699dfcba63a77
22	137	3190	13ca7a2bc16ca5f5
23	537	961	858a2b66299fc2c3
24	586	2337	efb9971149e2834b
25	34	3437	815d2fe24cbfae99
26	82	1961	356f636b09932761
27	483	2181	28e895ca4cffd931
28	531	2445	48f0183e1f09a126
29	579	1834	b94997681eab09b0
30	28	2737	1d0fdc01148e5d0c
31	76	1733	2b0a15c23b97c579
32	476	2827	05832a2f600587e5
33	525	3481	b034800b698baff8
34	573	2208	30f522c4cabb2c73
35	21	867	51b88ee88316df01
36	70	2213	f9b56c41606a2266
37	470	1628	eb790534e2af4323
38	518	2371	15b0e1433e5af24a
39	567	1716	28426b64ca5dc251
40	15	2979	a0b1ae71d36a6b3f
41	416	1961	75524f17ed1a4eb9
42	464	2261	51d23f9e12030cad
43	512	1150	f7e38dae2072fdeb
44	561	2186	633f6a9a789827e2
45	9	1993	7233390d19124cb5
46	409	2417	7cea3d440b435a15
47	458	2235	9ee09cf92650df45
48	506	2850	afb8d0b811be3d75
49	554	2277	5dddbf14a747d12c
50	355	1325	2bfe59649048e6af
51	403	2009	a220ed6c732aaabf
52	451	1796	69e8f8861348dbf1
53	500	2650	5ec06cac2e5e1fdd
54	548	2128	3fb9a7781e40811c
55	348	2851	1a6687a27da6d11e
56	397	2844	54985050fffbf691
57	445	687	81f251bd5da2fb9f
58	494	2495	6a801797331cc5be
59	294	2769	2cd5b7f4191ded12
60	342	2817	9b417ad25ac95826
61	391	1522	4d7b00a42922bb3f
62	439	1891	ab4c41122a96758f
63	487	3479	79056a1550668fa7
64	288	3180	536c09d975c02504
65	336	1273	fb0642594e6a3ed6
66	384	1374	718a099ef231a8dd
67	433	2756	95b0ecb097b35aca
68	233	3037	c3f8dfc408c77732
69	281	2213	49c503f132772ab7
70	330	1355	678f8c7b4ca49275
71	378	3420	337797476fc67243
72	426	3082	8a6aa765a56dfa17
73	227	1859	e08c775586b2c170
74	275	3134	a5e24d9535d9adc9
75	324	2426	e3d3141a48425eb2
76	372	1040	e739427671c2aa03
77	420	2258	2812ba475831a90a
78	221	2083	b3711f4e4a35b10d
79	269	3120	c856125ed378356c
80	317	2331	0c88a16f5fe7da61
81	366	673	d19010c407e6ab5e
82	166	2339	dd2477faa6307705
83	214	2374	fda67c542b599841
84	263	2346	2d63c058a430eaad
85	311	1314	c7f08250f5cbb946
86	359	2355	469543f6502956d3
87	160	1969	43b2e3a84154a7eb
88	208	1590	bc059acfc7428934
89	257	1936	25b8057656a6e821
90	305	2123	8c12f5e54bcdbfcd
91	105	1269	8f0076be89610f53
92	154	1566	be9c6c71d8553ae5
93	202	1713	d979bd8b9d09a966
94	250	3473	083e9361be9d6f70
95	299	2349	4951536612572c76
96	99	1950	3868c169f06ea05b
97	147	3985	4b51530de6d101ea
98	196	1850	8d10b7772a5306c8
99	244	1376	9231405983f063c5
100	44	2412	c4ed875c186f2c19
101	93	1060	9671def2fb165e10
102	141	3640	c52cd4bbe7fd0818
103	189	3267	7f520ccc799e38d3
104	238	1583	85f1b7c3479ece5f
105	38	1400	70a96e43eb4f5d37
106	87	1922	1f26977cf8d3243b
107	135	3465	5adea39c9963ad8e
108	183	1500	513e944d888622b4
109	232	2493	146b22135e946bd0
110	32	3132	1aa2bfb108152ae4
111	80	1558	d8be12b24773b3d6
112	129	2743	de29f22258d21a21
113	177	2735	d98780d954c2485b
114	577	1807	a90113285ec3bc37
115	26	2751	f77cc7b721114ab6
116	74	1492	28572a1d4dbb8251
117	122	2999	a1170e613952acfb
118	171	2274	99d73a7195ec3b94
119	571	1190	d8bdc716e958942e
120	19	2496	3175a80528ea673e
121	68	1810	7e88db5001a56c65
122	116	2691	7c9e2a54588d4207
123	517	2384	fceb0a5306d03a41
124	565	709	fe62cad9f6e72c78
125	13	1928	bef4b684fdf247a5
126	62	2375	16ac0a8c565dec74
127	110	1996	fb2e72f22ce3d541
128	510	1903	fce0f4d6e6ca8383
129	559	2061	8ab08dfc42493f8b
130	7	2699	aac9b3f4fa4ded73
131	55	1618	9e7e1fad5a54ceb8
132	456	2190	168bee201bbb4290
133	504	1744	4ac41232209bfe09
134	552	1899	22a418d75a863cd1
135	1	1325	59e7258214db8b5c
136	49	2404	0b0a142056327f3d
137	449	3574	c46c85ba9f8689fa
138	498	1133	4c9fb8aacbce492e
139	546	2488	fc4349e77d3b1418
140	595	3355	e692efbfa42e00b9
141	43	2580	a1dd894ac960e75b
142	443	1898	e0cb30ca3453c778
143	492	4055	ccab6b93618e5f37
144	540	1944	8e16c07a17ec1461
