# Production's Dirichlet-multinomial genotype log-priors for
# src/ng/calling/genotype_prior/dirichlet_multinomial.rs, frozen at promotion plan step C21. Each row
# is one genotype of what production's genetics::dirichlet_multinomial_log_priors returned at commit
# d9e7b076, handed the genotype table's allele counts and log multinomial coefficients and the
# concentration the test builds from the reference entry and the alternative total.
#
# Columns, tab-separated: ploidy, allele count, reference entry, alternative total (both as Rust {:?}),
# genotype index, log-prior as its IEEE-754 bit pattern in 16 hex digits.
1	3	1.0	0.001	0	0000000000000000
1	3	1.0	0.001	1	c02003429c1da031
1	3	1.0	0.001	2	c01d40bcd85bf925
1	3	1.0	0.01	0	0000000000000000
1	3	1.0	0.01	1	c016d0ac5a6095d8
1	3	1.0	0.01	2	c0140ae3fa814e9a
1	3	1.0	0.25	0	0000000000000000
1	3	1.0	0.25	1	c003e116bcd39e7d
1	3	1.0	0.25	2	bffcab0bfa2a2002
1	3	1.0	40.0	0	0000000000000000
1	3	1.0	40.0	1	4004b8ddfddbf088
1	3	1.0	40.0	2	400a446ebd9a7ef0
1	3	201.0	0.001	0	401536958fd35280
1	3	201.0	0.001	1	c02003429c1da031
1	3	201.0	0.001	2	c01d40bcd85bf925
1	3	201.0	0.01	0	401536958fd35280
1	3	201.0	0.01	1	c016d0ac5a6095d8
1	3	201.0	0.01	2	c0140ae3fa814e9a
1	3	201.0	0.25	0	401536958fd35280
1	3	201.0	0.25	1	c003e116bcd39e7d
1	3	201.0	0.25	2	bffcab0bfa2a2002
1	3	201.0	40.0	0	401536958fd35280
1	3	201.0	40.0	1	4004b8ddfddbf088
1	3	201.0	40.0	2	400a446ebd9a7ef0
1	3	2001.0	0.001	0	401e67d6037b1000
1	3	2001.0	0.001	1	c02003429c1da031
1	3	2001.0	0.001	2	c01d40bcd85bf925
1	3	2001.0	0.01	0	401e67d6037b1000
1	3	2001.0	0.01	1	c016d0ac5a6095d8
1	3	2001.0	0.01	2	c0140ae3fa814e9a
1	3	2001.0	0.25	0	401e67d6037b1000
1	3	2001.0	0.25	1	c003e116bcd39e7d
1	3	2001.0	0.25	2	bffcab0bfa2a2002
1	3	2001.0	40.0	0	401e67d6037b1000
1	3	2001.0	40.0	1	4004b8ddfddbf088
1	3	2001.0	40.0	2	400a446ebd9a7ef0
1	3	6001.0	0.001	0	4021663ca3fdb000
1	3	6001.0	0.001	1	c02003429c1da031
1	3	6001.0	0.001	2	c01d40bcd85bf925
1	3	6001.0	0.01	0	4021663ca3fdb000
1	3	6001.0	0.01	1	c016d0ac5a6095d8
1	3	6001.0	0.01	2	c0140ae3fa814e9a
1	3	6001.0	0.25	0	4021663ca3fdb000
1	3	6001.0	0.25	1	c003e116bcd39e7d
1	3	6001.0	0.25	2	bffcab0bfa2a2002
1	3	6001.0	40.0	0	4021663ca3fdb000
1	3	6001.0	40.0	1	4004b8ddfddbf088
1	3	6001.0	40.0	2	400a446ebd9a7ef0
2	1	1.0	0.001	0	3fe62e42fefa39ef
2	1	1.0	0.01	0	3fe62e42fefa39ef
2	1	1.0	0.25	0	3fe62e42fefa39ef
2	1	1.0	40.0	0	3fe62e42fefa39ef
2	1	201.0	0.001	0	402539200b6729c0
2	1	201.0	0.01	0	402539200b6729c0
2	1	201.0	0.25	0	402539200b6729c0
2	1	201.0	40.0	0	402539200b6729c0
2	1	2001.0	0.001	0	402e6817801fac00
2	1	2001.0	0.01	0	402e6817801fac00
2	1	2001.0	0.25	0	402e6817801fac00
2	1	2001.0	40.0	0	402e6817801fac00
2	1	6001.0	0.001	0	403166478f7eb000
2	1	6001.0	0.01	0	403166478f7eb000
2	1	6001.0	0.25	0	403166478f7eb000
2	1	6001.0	40.0	0	403166478f7eb000
2	2	1.0	0.001	0	3fe62e42fefa39ef
2	2	1.0	0.001	1	c018dbc239b0b862
2	2	1.0	0.001	2	c01ba084963b06dc
2	2	1.0	0.01	0	3fe62e42fefa39ef
2	2	1.0	0.01	1	c00f4bd2b7ac1bb0
